name,description,cuisinePrimary,cuisineSecondary,address_full,phone,website,latitude,longitude,rating,reviewCount,priceRange,features
"Restaurante E Pizzaria","","","","Avenida Norte Miguel Arraes de Alencar 4681 Tamarineira, Recife, Pernambuco 52071-035","","","-8.019945","-34.92699",-1,-1,"",""
"Restaurante Entre Amigos","Acesso para cadeirantes","","","Rua Ana Nery 8 Torre, Recife, Pernambuco 50710-080","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5752353-Reviews-Restaurante_Entre_Amigos-Recife_State_of_Pernambuco.html","-8.098333","-34.883835",4.4,74,"$$ - $$$","Acesso para cadeirantes; Cadeiras para bebês; Lugares para sentar; Para levar; Reservas; Serve bebida alcoólica; Serviço de mesa"
"Restaurante Giotto","Acesso para cadeirantes","Sul-americana","","Rua Estado de Israel 203 Restaurante Sob o Hotel Mercure Recife Metropolis, Recife, Pernambuco 50070-420","","","-8.06455","-34.89439",3,17,"$$ - $$$","Acesso para cadeirantes; Lugares para sentar; Para levar; Reservas; Serviço de mesa"
"Restaurante Guindola Grill","","","","Av Doutor Malaquias 88 Graças, Recife, Pernambuco 52050-060","","","-8.03839","-34.90122",5,1,"",""
"Restaurante Hakata","Acesso para cadeirantes","Sushi","","Rua Estacio Coimbra 182, Recife, Pernambuco 52010-070","(81)3421-7299","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d6618561-Reviews-Restaurante_Hakata-Recife_State_of_Pernambuco.html","-8.06096","-34.89911",3.7,221,"$$ - $$$","Acesso para cadeirantes; Cadeiras para bebês; Entrega; Lugares para sentar; Para levar; Reservas; Serve bebida alcoólica; Serviço de mesa; Televisão; Wi-fi gratuito"
"Restaurante Ilha Da Kosta II","Aceita cartão de crédito","","","R. Maria Carolina, 80 Boa Viagem, Recife, Pernambuco 51020-220","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4762286-Reviews-Ilha_da_Kosta_II-Recife_State_of_Pernambuco.html","-8.115383","-34.893726",4,175,"$$ - $$$","Aceita cartão de crédito; Acesso para cadeirantes; Bar completo; Bufê; Cadeiras para bebês; Entrega; Estacionamento com manobrista; Lugares para sentar; Mastercard; Para levar; Reservas; Serve bebida alcoólica; Serviço de mesa; Televisão; Vinho e cerveja; Visa; Wi-fi gratuito"
"Restaurante Ilha De Kos","","","","Praca Oswaldo Cruz 393 Sapetuba, Recife, Pernambuco 50050-210","","","-8.05569","-34.89191",3.6,8,"",""
"Restaurante Imperador","Espaços e capacidade O local recebe até 100 pessoas sentadas , possui dois pavimentos totalmente climatizados de 150 m2 cada um; os noivos poderão acomodar os seus convidados e decoração de acordo com as suas preferências. O Restaurante Imperador alia as comodidades do moderno com o charme do rústico em um ambiente acolhedor e agradável. Os anfitriões ainda contam com quatros televisões de LCD, lounge, bar e wi-fi. Gastronomia O Restaurante Imperador oferece um menu diversificado para engrandecer ainda mais o seu enlace e surpreender os paladares mais exigentes. A equipe elabora seus pratos seguindo um altíssimo padrão de qualidade em requintadas apresentações. Localização Situado no coração do Recife antigo, o Restaurante Imperador é a opção ideal para comemorar junto aos seus amigos e familiares. O local está de portas abertas aguardando a sua visita. Entre em contato agora mesmo e verifique a disponibilidade para a data escolhida.","","","Rua Imperador Dom Pedro II 503, Recife, Pernambuco 50010-240","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5349516-Reviews-Restaurante_Imperador-Recife_State_of_Pernambuco.html","-8.06491","-34.87671",4,6,"$$$$","Aceita cartão de crédito; Acesso para cadeirantes; Bufê; Reservas; Serve bebida alcoólica; Televisão; Traga sua própria bebida; Wi-fi gratuito"
"Restaurante Jangadeiro","","","","R Dom Antônio Alvarenga 132 Centro, Recife, Pernambuco","","","-8.023842","-34.913296",3.5,2,"",""
"Restaurante Lima Limão","Lugares para sentar","","","Av Engenheiro Domingos Ferreira 1957 Boa Viagem, Recife, Pernambuco 51111-021","","","-8.106872","-34.890076",4,11,"","Lugares para sentar; Serviço de mesa"
"Restaurante Limenta","","","","Av Beberibe 4668 Beberibe, Recife, Pernambuco 52130-325","","","-8.00461","-34.896297",-1,-1,"",""
"Restaurante Manga Rosa","Acesso para cadeirantes","Brasileira","","Avenida Dantas Barreto 48, Recife, Pernambuco 50010-360","+55 81 3032-6046","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5358605-Reviews-Restaurante_Manga_Rosa-Recife_State_of_Pernambuco.html","-8.0664","-34.87972",4.1,15,"$$ - $$$","Acesso para cadeirantes"
"Restaurante Marconi","","","","R da Concórdia 836 Sao Jose, Recife, Pernambuco","","","-8.0707","-34.88376",5,1,"",""
"Restaurante Marcos","","","","Av Marquês de Olinda 296 Recife, Recife, Pernambuco 50030-000","","","-8.06364","-34.87421",-1,-1,"",""
"Restaurante Mariá","","Sul-americana","","Rua do Triunfo, 285, Recife, Pernambuco","+5581999192882","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27189637-Reviews-Restaurante_Maria-Recife_State_of_Pernambuco.html","-8.023887","-34.89139",-1,-1,"",""
"Restaurante Nau Frutos Do Mar - Recife","Aceita cartão de crédito","","","Avenida Engenheiro Domingos Ferreira Boa Viagem, Recife, Pernambuco 51111-020","+55 81 3205-8456","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d23099699-Reviews-Nau_Frutos_Do_Mar-Recife_State_of_Pernambuco.html","-8.105372","-34.890305",4.5,114,"$$$$","Aceita cartão de crédito; Acesso para cadeirantes; Lugares para sentar; Reservas; Serve bebida alcoólica; Serviço de mesa"
"Restaurante Pajaraca","Reservas","Sul-americana","","Corrego da Fortuna 600 Sit Dos Pintos, Recife, Pernambuco 52171-040","","","-8.009032","-34.901245",4.7,11,"$","Reservas; Serviço de mesa"
"Restaurante Papaia Verde","","Asiática","","Rua Santo elias 55 - Espinheiro, Recife, Pernambuco","","","-8.04491","-34.893597",4,1,"",""
"Restaurante Papaléguas","","Sul-americana","","Avenida Conselheiro Rosa E Silva, 609, Recife, Pernambuco","+5581996680750","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27398753-Reviews-Restaurante_Papaleguas-Recife_State_of_Pernambuco.html","-8.045996","-34.897095",-1,-1,"",""
"Restaurante Paureni","","Sul-americana","","R. Jose De Vasconcelos, 29 Tamarineira, Recife, Pernambuco 52110-040","+558132679886","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4530580-Reviews-Restaurante_Paureni-Recife_State_of_Pernambuco.html","-8.028","-34.89933",5,2,"",""
"Restaurante Paço Real Aeroporto Do Recife","Acesso para cadeirantes","Pizza","","Praça Min. Salgado Filho, s/n Aeroporto Internacional Gilberto Freyre, Recife, Pernambuco 51210-902","+55 81 98150-1845","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d25174036-Reviews-Restaurante_Paco_Real_Aeroporto_Do_Recife-Recife_State_of_Pernambuco.html","-8.125932","-34.924015",3.4,27,"$$ - $$$","Acesso para cadeirantes; Lugares para sentar; Serviço de mesa"
"Restaurante Porto Geral","","","","Rua da Guia 223 Jd Guarulhos, Recife, Pernambuco 50030-210","","","-8.06097","-34.87161",4,1,"",""
"Restaurante Prediletto","","","","Rua Nestor Silva, Recife, Pernambuco 50010-300","+55 81 3266-1682","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d6010274-Reviews-Restaurante_Prediletto-Recife_State_of_Pernambuco.html","-8.06332","-34.87753",3,8,"$",""
"Restaurante Recanto Do Lau","","","","Rua Erundina Negreiros De Araújo, 964, Recife, Pernambuco","+558132688188","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27385507-Reviews-Restaurante_Recanto_Do_Lau-Recife_State_of_Pernambuco.html","-8.003482","-34.937786",-1,-1,"",""
"Restaurante Sabor Caseiro","","","","Rua Joao Pedro Da Silva, 183, Recife, Pernambuco","+5581995359840","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27276688-Reviews-Restaurante_Sabor_Caseiro-Recife_State_of_Pernambuco.html","-8.12583","-34.91336",-1,-1,"",""
"Restaurante Sabor Regional","","","","Avenida Governador Agamenon Magalhaes 2097 Santo Amaro, Recife, Pernambuco 50100-010","","","-8.038964","-34.876484",3,1,"",""
"Restaurante Sabor de Pernambuco","Lugares para sentar","Sul-americana","","Rua da Guia 89 Jd Petropolis, Recife, Pernambuco 50030-210","+55 81 99733-0603","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5352205-Reviews-Restaurante_Sabor_de_Pernambuco-Recife_State_of_Pernambuco.html","-8.06198","-34.87214",4.7,18,"$","Lugares para sentar; Para levar; Serviço de mesa"
"Restaurante Secreto","","","","Estrada Real Do Poço 329, Recife, Pernambuco 52061-200","+5581991157531","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d14004973-Reviews-Restaurante_Secreto-Recife_State_of_Pernambuco.html","-8.03576","-34.92359",5,10,"$$ - $$$",""
"Restaurante Sinhá Joana","Acesso para cadeirantes","Sul-americana","","Rua da Hora 48, 150 Espinheiro, Recife, Pernambuco 52020-015","+55 81 3242-3145","","-8.04292","-34.89207",4,24,"$","Acesso para cadeirantes; Lugares para sentar"
"Restaurante Solar do Douro","Localizado em um dos melhores empresariais da cidade, o Solar do Douro abre suas portas para uma verdadeira experiência gastronômica. Com uma decoração refinada e aconchegante, o Solar do Douro também é palco de vários tipos de eventos, sejam eles corporativos ou para comemorações diversas.","","","Av. Antônio de Góes, 60 - Pina Empresarial JCPM - Térreo, Recife, Pernambuco 51010-000","558132043917","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d12501091-Reviews-Restaurante_Solar_do_Douro-Recife_State_of_Pernambuco.html","-8.089818","-34.881977",4.9,7,"$$ - $$$","Aceita cartão de crédito; Acesso para cadeirantes; Bufê; Estacionamento disponível; Lugares para sentar; Para levar; Reservas; Serve bebida alcoólica; Vinho e cerveja; Wi-fi gratuito"
"Restaurante Sorveteria Mania","","","","Rua Emiliano Braga 58 Espinheiro, Recife, Pernambuco 50740-040","","","-8.036813","-34.948517",5,1,"",""
"Restaurante Sushi Wani","","Sushi","","Rua Dr João Santos Filho, 255 - Lj 146 Casa Forte, Recife, Pernambuco 52060-904","","","-8.03706","-34.91138",4,6,"$$ - $$$",""
"Restaurante Talude","O Restaurante Talude foi fundado em 1974 por Arnaldo Pereira e Tânia Pereira e continua com a mesma família há 48 anos. Gastronomia brasileira, onde seu carro chef é a Picanha Argentina servida em réchaud de carvão fatiada é servida com estilo Parque para crianças, super arborizada. Nossa missão é fazer sua visita cheia de sabores e aconchego","Churrasco","","Av. Da Recuperação, 7343 B Guabiraba, Recife, Pernambuco 44927-000","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d6020015-Reviews-Restaurante_Talude-Recife_State_of_Pernambuco.html","-8.012227","-34.939102",4.3,96,"$$ - $$$","Acesso para cadeirantes; Cadeiras para bebês; Lugares para sentar; Mesas ao ar livre; Para levar; Reservas; Serve bebida alcoólica; Serviço de mesa"
"Restaurante Tempero da Mamãe","Serviço de mesa","Sul-americana","","Rua Rocha Pita 42, Recife, Pernambuco 50040-030","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d6004168-Reviews-Restaurante_Tempero_Da_Mamae-Recife_State_of_Pernambuco.html","-8.05464","-34.87897",4.3,15,"$","Serviço de mesa"
"Restaurante Tepan","Acesso para cadeirantes","","","R Dr José Maria, 151 Encruzilhada, Recife, Pernambuco 52041-015","34274187","","-8.0375","-34.892788",3.9,79,"$$ - $$$","Acesso para cadeirantes; Lugares para sentar; Para levar; Reservas; Serve bebida alcoólica; Serviço de mesa"
"Restaurante Vegetariano Cozinha Celestial","","Brasileira","","Rua Santa Cecília, 43, Recife, Pernambuco 50020-330","+55 81 3034-2802","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d16726865-Reviews-Restaurante_Vegetariano_Cozinha_Celestial-Recife_State_of_Pernambuco.html","-8.06941","-34.87823",4,2,"",""
"Restaurante Xodó Nordestino","Aceita cartão de crédito","Sul-americana","","Avenida General San Martin 2347 Xodó Nordestino, Recife, Pernambuco 50761-000","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5387729-Reviews-Restaurante_Xodo_Nordestino-Recife_State_of_Pernambuco.html","-8.07191","-34.92896",4.5,67,"$","Aceita cartão de crédito; Acesso para cadeirantes; Cadeiras para bebês; Entrega; Familiar; Lugares para sentar; Mastercard; Pagamento digital; Para levar; Reservas; Serviço de mesa; Visa; Wi-fi gratuito"
"Restaurante Zambom","","","","Av General Calazans 605 Industrial, Recife, Pernambuco","","","-8.07157","-34.93295",-1,-1,"",""
"Restaurante bom sabor","","Sul-americana","","Rua dos pescadores , n° 79 Bairro de São José, Recife, Pernambuco","+55 81 98404-0896","","-8.061488","-34.900196",5,1,"",""
"Restaurante e Pizzaria Atlantico","","Pizza","","Avenida Republica do Libano 251 Shopping Mall Rio Mar, Recife, Pernambuco 51110-160","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d12097787-Reviews-Restaurante_e_Pizzaria_Atlantico-Recife_State_of_Pernambuco.html","-8.086996","-34.891193",3.3,9,"",""
"Restaurante e Pizzaria Ilha Da Kosta I","O melhor filé à parmegiana do Brasil, em um ambiente diferenciado, com requinte e bom atendimento. Além de diversos pratos de uma fina culinária e pizzas maravilhosas. Afinal, tradição é a qualidade que supera o teste do tempo.","Pizza","","Rua Padre Bernardino Pessoa, 50 Boa Viagem, Recife, Pernambuco 51020-210","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d6003739-Reviews-Restaurante_e_Pizzaria_Ilha_Da_Kosta_I-Recife_State_of_Pernambuco.html","-8.115098","-34.89246",4.2,112,"$$ - $$$","Acesso para cadeirantes; American Express; Bar completo; Cadeiras para bebês; Entrega; Lugares para sentar; Mastercard; Para levar; Reservas; Serve bebida alcoólica; Serviço de mesa; Televisão; Vinho e cerveja; Visa; Wi-fi gratuito"
"Restaurante e Pizzaria Pimenta de Cheiro","","","","Avenida Beberibe 4561 Imbiribeira, Recife, Pernambuco 52130-325","","","-8.00447","-34.894363",3.9,9,"$$ - $$$",""
"Restaurante kojima","Aceita cartão de crédito","Sushi","","Rua Ondina 141, Recife, Pernambuco 51011-180","(81) 3328-3585","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d3859341-Reviews-Restaurante_kojima-Recife_State_of_Pernambuco.html","-8.094","-34.883877",4.3,238,"$$$$","Aceita cartão de crédito; Bar completo; Estacionamento com manobrista; Lugares para sentar; Reservas; Serve bebida alcoólica; Serviço de mesa; Wi-fi gratuito"
"Retaurante Manoel Bandeira","Reservas","","","Rua Joaquim Nabuco 738 Jd Flor Do Campo, Recife, Pernambuco 52011-005","","","-8.05282","-34.90297",4.6,7,"$$ - $$$","Reservas"
"Reteteu Comida Honesta","Restaurante de Comida Brasileira. Nosso orgulho é poder proporcionar uma experiência gastronômica incrível de maneira transparente. Desde o produtor até a sua mesa. À frente de nossa cozinha Thiago das Chagas, cozinheiro engajado na defesa dos costumes e sabores locais Nordestinos Reteteu para nós, é aquela comida que se faz uso do refogado, do apuro técnico, da fartura e opulência das bases da cozinha nordestina, do frescor dos ingredientes e da simplicidade da comida honesta. Comida honesta é aquela que já foi mais que testada e aprovada por gerações, que pode ser compartilhada, proveniente geralmente de pequenos produtores, vendida a um preço justo e que, por acaso, está sendo servida em Recife mas que não vem com rótulos. O importante é sentar-se à mesa diante de uma farta refeição, em boa companhia e deliciar-se. Conheça o Reteteu . Aberto no almoço todos os dias!","","","Rua Professor Otávio de Freitas, 256, Recife, Pernambuco 52041-120","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d10140284-Reviews-Reteteu_Comida_Honesta-Recife_State_of_Pernambuco.html","-8.034028","-34.893616",4.3,268,"$$ - $$$","Aceita cartão de crédito; American Express; Bar completo; Cadeiras para bebês; Discover; Estacionamento na rua; Lugares para sentar; Mastercard; Mesas ao ar livre; Pagamento digital; Para levar; Serve bebida alcoólica; Serviço de mesa; Vinho e cerveja; Visa; Wi-fi gratuito"
"Retrô 17","","","","Rua Vigário Tenório, 33, Recife, Pernambuco","+5581995114213","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27397123-Reviews-Retro_17-Recife_State_of_Pernambuco.html","-8.06373","-34.87179",-1,-1,"",""
"Rick Auto Lanche","","","","Avenida Visconde de Jequitinhonha 240 Boa Viagem, Recife, Pernambuco 51030-020","","","-8.130868","-34.902763",4,2,"",""
"Rihan Culinária Árabe","Uma casa para receber amigos da comida árabe, que tambem abre suas portas para quem ainda não conhece os cheiros, sabores e sensações que esta gastronomia pode proporcionar. Venha experimentar e se apaixonar!","Mediterrânea","","Rua Jader de Andrade 163, Recife, Pernambuco 52061-060","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d14921504-Reviews-Rihan_Culinaria_Arabe-Recife_State_of_Pernambuco.html","-8.059722","-34.92822",4.5,23,"$$ - $$$","Aceita cartão de crédito; Acesso para cadeirantes; Entrega; Estacionamento na rua; Lugares para sentar; Mesas ao ar livre; Reservas; Serve bebida alcoólica; Serviço de mesa; Vinho e cerveja; Wi-fi gratuito"
"Rilma Refeicoes","","","","Rua Alfredo Duarte Filho 212 a Jardim Sao Paulo, Recife, Pernambuco 50781-680","","","-8.0831","-34.93759",-1,-1,"",""
"Ristorante Famiglia Giuliano","Com arquitetura de um castelo medieval,construído a 3 décadas,no coração de Boa Viagem,bairro nobre de Recife. O restaurante de cozinha italiana, como as massas artesanais, risotos,carnes,frutos do mar e pizzas finas e crocantes. Com vários ambientes aconchegantes, inclusive com uma adega no subsolo, é referencia entre os melhores da cidade.Ideal para encontros com a família,amigos ou a dois!","Pizza","","Avenida Engenheiro Domingos Ferreira 3990, Recife, Pernambuco 51021-040","+55 81 3465-9922","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5381107-Reviews-Ristorante_Famiglia_Giuliano-Recife_State_of_Pernambuco.html","-8.123058","-34.89976",4.2,154,"$$$$","Aceita cartão de crédito; Acesso para cadeirantes; Bar completo; Cadeiras para bebês; Entrega; Estacionamento com manobrista; Estacionamento disponível; Estacionamento na rua; Familiar; Lugares para sentar; Música ao vivo; Para levar; Reservas; Restaurante privativo; Restaurantes para não-fumantes; Serve bebida alcoólica; Serviço de mesa; Vinho e cerveja; Wi-fi gratuito"
"Rl Comércio de Alimentos","","","","Avenida Governador Agamenon Magalhaes 402, Recife, Pernambuco 50110-900","","","-8.06069","-34.89816",3,1,"",""
"Roberto Hamburguer","","","","Rua Hemetério Maciel, 299, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27390229-Reviews-Roberto_Hamburguer-Recife_State_of_Pernambuco.html","-8.038721","-34.95076",-1,-1,"",""
"Rockebab","Cozinha Árabe Rock N Roll. Aberto há 2 anos, o Rockebab oferece ao público de Recife-PE e Porto de Galinhas o melhor da comida árabe: Hummus, Falafel, Kibes e Kebabs. Isso tudo com a melhor experiência rock n roll. Um lugar para se passar horas curtindo! E vem muito mais por aí: novos pratos, delivery, uma casa muito rocheda! Os campeões de elogios e vendas da casa são o Kibe Tradicional e o Kebab de Falafel (vegano). Além dos clientes veganos, o público em geral abraçou de corpo e paixão o Kebab de Falafel, kebab mais vendido da casa. Mas, seguindo a tradição, o Rockebab oferece os kebabs de Cordeiro, Frango, Cordeiro e Frango, com molhos típicos, muitos servidos Brasil afora, além do Kebab de Picanha Suína, Picanha Suína e Frango, Cordeiro e Picanha Suína e o Mistão (o maior kebab da casa servido com as 03 opções de carne). Uma delícia! Rockebab vive e agradece os elogios diários e cada ""até semana que vem"" dito constantemente. Somos fieis ao cliente e queremos vocês por perto!","Mediterrânea","","Estrada das Ubaias, 456 Casa Forte, Recife, Pernambuco 52061-080","+55 81 99875-6506","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d12201780-Reviews-Rockebab-Recife_State_of_Pernambuco.html","-8.032139","-34.91961",4.3,7,"$","Aceita cartão de crédito; Acesso para cadeirantes; American Express; Estacionamento disponível; Estacionamento na rua; Lugares para sentar; Mastercard; Mesas ao ar livre; Para levar; Serve bebida alcoólica; Visa; Wi-fi gratuito"
"Rooftop 17","","","","Rua dos Navegantes 09 Park Hotel, Recife, Pernambuco 51021-010","+55 81 991887763","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d31751444-Reviews-Rooftop_17-Recife_State_of_Pernambuco.html","-8.131517","-34.90048",5,2,"",""
"Rooftop Dezessete","Ficamos localizados na cobertura do Park Hotel. Funcionamento: Domingo a quarta 12 às 22h Quinta a sábado 12 às 00h","","","Rua Dos Navegantes 09 Cobertura Do Park Hotel - Boa Viagem, Recife, Pernambuco 51021-010","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d31460274-Reviews-Rooftop_Dezessete-Recife_State_of_Pernambuco.html","-8.131517","-34.90048",5,1,"",""
"Rosa Branca Panificacao","","","","Avenida Tapajos 501 Areias, Recife, Pernambuco 50860-015","","","-8.09256","-34.92572",4.7,3,"",""
"Rosbife De Vera","Lugares para sentar","","","Rua Bem-Te-VI 17 Brasil, Recife, Pernambuco 51010-350","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5375354-Reviews-Rosbife_De_Vera-Recife_State_of_Pernambuco.html","-8.09","-34.88143",4.3,23,"$$ - $$$","Lugares para sentar; Serviço de mesa"
"Ruffo","Reservas","","","Rua Senador José Henrique 231 35º Andar , Recife, Pernambuco","","","-8.01175","-34.95291",3.5,8,"","Reservas; Vinho e cerveja; Wi-fi gratuito"
"Sabor Da Fazenda","","","","Rua Capitao Temudo 344 Cabanga, Recife, Pernambuco 50090-290","","","-8.07952","-34.89224",4.5,2,"",""
"Sabor Das Antigas","","Sul-americana","","Rua Waldemar Nery Carneiro Monteiro 324 Bom Retiro, Recife, Pernambuco 51030-140","+5581988498038","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5377234-Reviews-Sabor_Das_Antigas-Recife_State_of_Pernambuco.html","-8.13591","-34.9121",4.3,7,"",""
"Sabor da casa bolo de rolo","","Café","","Rua dr Nilo Dornelas camara, Recife, Pernambuco 51021-400","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d11779973-Reviews-Sabor_da_casa_bolo_de_rolo-Recife_State_of_Pernambuco.html","-8.13171","-34.90066",3.6,16,"$$ - $$$",""
"Sabor de Beijo","Acesso para cadeirantes","","","Av. Conselheiro Aguiar, 2994 Boa Viagem, Recife, Pernambuco 51020-020","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d4784824-Reviews-Sabor_de_Beijo-Recife_State_of_Pernambuco.html","-8.115321","-34.89423",4,43,"$","Acesso para cadeirantes; Para levar"
"Sabor'Unido","","","","Avenida Jornalista Anibal Fernandes SN Cidade Universitaria, Recife, Pernambuco 50740-560","","","-8.05528","-34.95015",5,1,"",""
"Sabores Recife","","","","Rua Bem Te VI 60 Brasilia Teimosa, Recife, Pernambuco","","","-8.08975","-34.88066",-1,-1,"",""
"Sal E Brasa Grill Express","","","","Avenida Governador Agamenon Magalhães, 151, Recife, Pernambuco","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27396041-Reviews-Sal_E_Brasa_Grill_Express-Recife_State_of_Pernambuco.html","-8.038444","-34.872574",-1,-1,"",""
"Sal E Brasa Jardins","Rodízio premium de carnes todos os dias no almoço e no jantar, acompanhado de buffet livre. Um empreendimento com a marca do Grupo Sal e Brasa.","Steakhouse","","Av Rui Barbosa, 1345, Recife, Pernambuco 52050-000","+55(81) 4042-6069","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d28017911-Reviews-Sal_E_Brasa_Jardins-Recife_State_of_Pernambuco.html","-8.041873","-34.90354",4.9,51,"$$$$","Aceita cartão de crédito; Acesso para cadeirantes; Bar completo; Bufê; Cadeiras para bebês; Estacionamento com manobrista; Familiar; Lugares para sentar; Mastercard; Mesas ao ar livre; Música ao vivo; Reservas; Serve bebida alcoólica; Serviço de mesa; Vinho e cerveja; Visa; Wi-fi gratuito"
"Sal e Brasa Grill Express Shopping Recife","Acesso para cadeirantes","","","Rua Padre Carapuceiro 777, Recife, Pernambuco 51020-900","+55 81 3464-6464","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d15196883-Reviews-Sal_e_Brasa_Grill_Express_Shopping_Recife-Recife_State_of_Pernambuco.html","-8.117421","-34.90141",2.5,16,"$","Acesso para cadeirantes"
"Sal e Brasa Grill Express Tacaruna","Acesso para cadeirantes","","","Av. Gov. Agamenon Magalhães, 153 Shopping Tacaruna, Santo Amaro, Recife, Pernambuco 50110-900","+(55)(81) 3412-6000","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d12844407-Reviews-Sal_e_Brasa_Grill_Express_Tacaruna-Recife_State_of_Pernambuco.html","-8.06298","-34.89812",3.1,12,"$$ - $$$","Acesso para cadeirantes; Estacionamento disponível; Lugares para sentar; Serve bebida alcoólica"
"Salada Mista","Acesso para cadeirantes","Europeia","","Rua do Hospicio 59, Recife, Pernambuco 50060-080","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d1064891-Reviews-Salada_Mista-Recife_State_of_Pernambuco.html","-8.06216","-34.8849",4,12,"$$ - $$$","Acesso para cadeirantes"
"Salute Fitness Prod.naturais E Suplementos Alimentares","","","","Rua Azeredo Coutinho, 153, Recife, Pernambuco","+5581998577515","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d27398717-Reviews-Salute_Fitness_Prod_naturais_E_Suplementos_Alimentares-Recife_State_of_Pernambuc.html","-8.04984","-34.95941",-1,-1,"",""
"San Paolo Gelato Amelia","","Café","","R. Amélia, 452 - Graças, Recife - Pe, 52011-050, Recife, Pernambuco 52011-050","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d32540337-Reviews-San_Paolo_Gelato_Amelia-Recife_State_of_Pernambuco.html","-8.045059","-34.89879",-1,-1,"",""
"San Paolo Gelato Boa Viagem","","Café","","R. Dona Magina Pontual, 48 Loja 05 - Boa Viagem, Recife, Pernambuco 51021-510","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d32668431-Reviews-San_Paolo_Gelato_Boa_Viagem-Recife_State_of_Pernambuco.html","-8.05389","-34.88111",-1,-1,"",""
"San Paolo Gelato Casa Forte Origens","","Café","","Av. Dezessete De Agosto, 1659 - Parnamirim, Recife, Pernambuco 52060-590","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d32540321-Reviews-San_Paolo_Gelato_Casa_Forte_Origens-Recife_State_of_Pernambuco.html","-8.033984","-34.92181",-1,-1,"",""
"San Paolo Gelato Gourmet","","","","R. Amélia, 452 Graças, Recife, Pernambuco 52011-050","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d20253591-Reviews-San_Paolo_Gelato_Gourmet-Recife_State_of_Pernambuco.html","-8.04486","-34.8994",3.8,6,"$$$$",""
"Sandubas","Restaurante e Lanchonete com tradição no Recife, servindo a típica comida regional caseira.","Sul-americana","","Rua Amauri de Medeiros 202, Recife, Pernambuco 52010-120","+55 81 2011-3597","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d6176945-Reviews-SandubaS-Recife_State_of_Pernambuco.html","-8.058286","-34.899857",4.2,5,"$","Aceita cartão de crédito; Bufê; Estacionamento com validação; Estacionamento disponível; Lugares para sentar; Para levar; Serviço de mesa; Televisão; Wi-fi gratuito"
"Santo Sabor","","","","Avenida Caxanga Anexo 990 Madalena, Recife, Pernambuco 50711-095","","","-8.05247","-34.91716",-1,-1,"",""
"Sao Braz Coffee Shop","Acesso para cadeirantes","Café","","Rua Carlos Pereira Falcao 136 Boa Viagem, Recife, Pernambuco 51021-350","","https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5755429-Reviews-Sao_Braz_Coffee_Shop-Recife_State_of_Pernambuco.html","-8.126111","-34.899445",4.2,61,"$$ - $$$","Acesso para cadeirantes; Lugares para sentar; Para levar; Serviço de mesa"
